Skjermkort 1;Dette er vårt billigste skjermkort.;7;3299.0;Skjermkort;./src/Datamaskin/images/missingImage.png
4GB RAM;Dette er vårt billigste minnekort.;5;899.0;Minnekort;./src/Datamaskin/images/missingImage.png
128 GB SSD;Egnet til pcer for vanlig bruk.;5;1299.0;Harddisk;./src/Datamaskin/images/missingImage.png
Intel Core I5;Nyere versjon av prosessor.;8;3499.0;Prosessor;./src/Datamaskin/images/missingImage.png
Strømforsyning 2000;Nesten stillegående. Ekstremt tett spenningskontroll. Japanske kondensatorer;7;3399.0;Strømforsyning;./src/Datamaskin/images/missingImage.png
Soundblaster AE9;Banebrytende audiofilteknologi. Det beste PCI-lydkortet som er laget.;7;3490.0;Lydkort;./src/Datamaskin/images/missingImage.png
Optisk disk 2;Godt egnet for gaming.;7;1429.0;Optisk disk;./src/Datamaskin/images/missingImage.png
Rød;En fin farge inspirert av rød rose.;10;290.0;Farge;./src/Datamaskin/images/missingImage.png
Ekstern skjerm 1;Stor skjerm så man ikke får vondt i øynene.;3;2179.0;Andre produkter;./src/Datamaskin/images/missingImage.png
Ekstern skjerm 1;Stor skjerm så man ikke får vondt i øynene.;3;2179.0;Andre produkter;./src/Datamaskin/images/missingImage.png
Ekstern skjerm 1;Stor skjerm så man ikke får vondt i øynene.;3;2179.0;Andre produkter;./src/Datamaskin/images/missingImage.png
Ekstern skjerm 1;Stor skjerm så man ikke får vondt i øynene.;3;2179.0;Andre produkter;./src/Datamaskin/images/missingImage.png
Ekstern skjerm 1;Stor skjerm så man ikke får vondt i øynene.;3;2179.0;Andre produkter;./src/Datamaskin/images/missingImage.png
Webkamera 2;Større kamera med vidvinkel.;2;1399.0;Andre produkter;./src/Datamaskin/images/webkamera2.jpg
Webkamera 2;Større kamera med vidvinkel.;2;1399.0;Andre produkter;./src/Datamaskin/images/webkamera2.jpg
Webkamera 2;Større kamera med vidvinkel.;2;1399.0;Andre produkter;./src/Datamaskin/images/webkamera2.jpg
Webkamera 2;Større kamera med vidvinkel.;2;1399.0;Andre produkter;./src/Datamaskin/images/webkamera2.jpg
Webkamera 2;Større kamera med vidvinkel.;2;1399.0;Andre produkter;./src/Datamaskin/images/webkamera2.jpg
